id,group
863590,B
863711,B
863715,B
863716,A
863739,A
863766,A
863823,A
863964,B
863968,A
863982,B
863993,B
864033,A
864048,B
864049,A
864050,A
864085,B
864338,A
864341,A
864345,B
864370,A
864381,B
864382,A
864386,A
864390,B
864392,B
864393,A
864394,A
864398,B
864604,A
864609,B
864610,B
864612,B
864613,B
864630,B
864631,B
864632,B
864636,B
864643,A
864650,A
864654,B
864699,B
864758,A
864775,A
864781,B
864836,B
864849,A
864930,B
864987,B
864991,B
865203,B
865354,A
865372,B
865376,B
865392,B
865462,A
865535,A
865559,A
865864,A
865919,B
865935,B
865950,B
865953,B
865959,A
865964,B
865967,B
865972,B
866076,B
866140,B
866141,B
866144,A
866148,B
866149,B
866151,A
866183,B
866229,B
866296,B
866318,B
866324,B
866398,A
866401,A
866424,B
866426,B
866427,B
867019,A
867402,A
867418,B
867535,A
867708,B
868211,B
868224,B
868228,A
868620,B
868644,B
868731,A
868746,A
868935,A
869042,A
869085,B
869180,B
869195,B
869242,B
869260,B
869763,A
869769,B
869780,B
869783,B
869791,B
869996,B
870060,B
870080,B
870172,A
870394,B
870424,B
870508,A
870530,A
870945,B
871097,A
871376,A
871574,B
871629,B
871718,B
871728,A
871729,A
871838,A
871951,A
872008,A
872050,B
872051,B
872516,A
872541,A
872573,B
872605,B
872630,A
872636,B
872637,A
872647,A
872769,A
873566,B
873574,A
873745,A
873790,A
873965,B
874010,A
874024,A
874072,A
874077,A
874443,B
874664,A
874666,A
874670,B
874680,A
874690,A
875061,A
875116,B
875181,B
875185,B
875186,B
875553,B
875805,B
876164,B
876182,A
876283,A
876384,B
876837,B
877014,A
877041,B
877046,A
877889,A
878035,A
878044,B
878058,A
878070,B
878364,B
878455,B
878503,A
878550,B
878593,A
878646,A
878648,B
878660,A
878661,A
878716,A
878819,B
879003,A
879229,B
879319,B
879402,B
880097,B
880409,A
880754,A
880789,A
881215,A
881533,B
881544,A
881786,A
881804,B
881805,B
881806,B
881808,B
881812,B
882070,B
882078,A
882201,B
882394,B
882397,A
882459,A
883008,B
883009,B
883178,A
883371,A
883698,B
883851,B
884662,A
884664,A
884674,B
884680,A
884925,B
885140,A
885141,A
885145,A
885331,A
885338,A
885341,A
885364,B
885365,A
885379,B
885458,A
885648,B
885651,A
885655,A
885656,B
885669,B
885671,B
885673,B
885676,B
885677,A
885835,B
885950,B
886100,B
886103,B
886176,A
886219,A
886250,B
886304,B
886438,B
886449,B
886454,A
886466,A
886764,A
886772,B
886867,B
886904,A
886907,B
886941,A
886983,A
887004,B
887009,A
887140,B
887406,B
887690,B
888076,A
888085,A
888142,B
888147,B
888232,B
888234,A
888243,A
888300,B
888877,B
888898,A
889013,A
889191,B
889198,A
889351,A
889353,A
889379,A
889588,B
889614,A
889689,A
890249,A
890441,A
890444,B
890474,A
890534,B
890535,A
890679,A
890876,A
891008,A
891130,B
891182,A
891246,B
891445,A
891450,A
891484,A
891606,B
891869,A
892055,A
892117,A
892125,A
892130,B
892208,B
892212,B
892602,B
892780,B
892784,A
892795,B
892868,A
892889,A
892997,B
893441,B
893443,B
893467,B
893468,A
893479,A
894041,A
894051,B
894064,B
894067,A
894095,A
894269,A
894272,B
894273,B
894274,A
894354,B
894537,B
894576,A
894580,B
894740,A
895216,A
895220,A
895321,B
895414,B
895419,A
895681,B
895690,A
895691,B
895695,B
895696,A
895697,A
895703,B
895732,A
895804,B
895809,B
895860,B
895922,A
895927,A
895950,A
895951,B
895953,A
896265,A
896472,B
896500,B
896528,A
896751,B
896765,B
897034,A
897120,A
897573,B
897581,B
897586,A
897594,A
898235,A
898267,B
898302,A
898593,A
898616,B
898673,B
898712,B
898715,A
899045,A
899067,A
899191,B
899223,B
899355,A
899442,A
899451,B
899711,B
899755,A
899764,B
899779,B
899812,B
899921,B
900198,B
900211,B
900218,B
900228,A
900246,A
900257,B
900314,B
900574,B
900867,A
900869,B
900875,A
900887,B
900893,A
900973,A
900983,A
901017,B
901028,A
901110,A
901153,A
901157,A
901165,B
901166,A
901507,A
901642,B
901712,B
902021,B
902071,B
902083,B
902092,A
902431,B
902437,B
902564,B
902616,B
902914,B
903032,A
903150,A
903161,B
903162,B
903192,A
903206,B
903243,B
903247,A
903253,B
903255,B
903556,A
903830,B
903859,A
903863,A
903872,A
904005,B
904027,A
904338,A
904374,B
904377,A
904558,B
904627,B
904693,B
904784,B
905075,A
905242,A
905378,B
905390,B
905553,A
905804,B
905941,A
906041,B
906056,B
906108,B
906115,B
906120,B
906122,A
906584,B
906634,B
906644,B
906651,B
906656,A
906671,B
906674,B
906677,A
906678,A
906680,B
906701,A
906748,A
906754,A
906757,B
906782,B
906793,A
906794,B
906802,B
906914,A
906922,A
907091,B
907152,A
907174,B
907176,A
907244,A
907351,B
907529,A
907568,B
907578,A
907629,A
907709,A
907740,A
907841,A
907886,A
908001,B
908011,B
908087,A
908109,B
908116,A
908117,A
908162,B
908174,A
908532,A
908534,A
908569,B
908671,B
908791,A
908906,A
908963,B
909004,B
909044,A
909047,A
909058,A
909064,B
909075,B
909154,A
909250,A
909539,B
909660,B
909753,B
909769,A
909771,B
909775,B
909777,A
909780,B
909785,B
909788,B
910005,B
910258,A
910329,A
910333,A
910338,B
910341,A
910416,B
910422,A
910991,B
911273,B
911322,B
911366,B
911367,B
911411,A
911433,A
911440,A
911539,B
911542,A
911584,B
911595,A
911599,B
911757,B
911758,B
911783,B
911786,A
911884,A
912004,B
912075,A
912080,B
912086,B
912094,B
912098,A
912099,B
912113,A
912351,A
912367,A
912414,A
912628,A
912632,A
912659,B
912665,A
912809,B
912908,A
912912,A
912916,B
912958,B
913227,A
913229,A
913247,A
913566,A
913570,B
913722,B
913788,A
913792,B
913888,A
913914,B
913960,B
913993,B
914003,A
914017,B
914019,A
914158,B
914221,A
914223,A
914245,B
914252,A
914341,B
914373,B
914399,B
914401,A
914427,A
914691,B
914733,A
914998,B
915104,B
915115,B
915132,B
915145,B
915233,A
915507,A
915517,A
915568,B
915578,B
915585,B
915593,B
915594,B
915677,A
915678,A
915686,A
915687,B
915873,A
915990,B
916066,B
916130,A
916134,A
916251,A
916280,A
916357,B
916363,A
916388,B
916401,B
916403,A
916750,B
916764,B
916826,B
916828,A
916913,A
917025,A
917033,A
917040,B
917065,B
917068,B
917072,A
917073,A
917074,B
917076,A
917081,A
917085,B
917088,A
917090,B
917096,A
917098,B
917154,B
917206,A
917231,B
917257,B
917281,B
917291,A
917297,B
917298,A
917306,B
917309,B
917358,A
917361,B
917377,A
917441,A
917444,B
917516,B
917578,A
917681,A
917761,B
917769,B
918058,A
918135,A
918212,B
919097,B
919098,B
919127,A
919142,B
919151,B
919225,A
919228,B
919229,B
919270,A
919290,B
919539,B
919620,B
919693,B
919699,A
919715,A
919720,B
919761,A
919810,A
920041,B
920129,A
920136,B
920177,A
920313,A
920340,B
920342,B
920346,B
920352,B
920356,B
920363,B
920365,B
920369,B
920373,A
921011,B
921026,A
921079,B
921192,A
921378,B
921385,B
921601,B
921663,B
921711,B
921717,A
921720,B
921721,A
921724,B
921727,A
921751,B
921868,B
922232,B
922355,B
922356,B
922396,A
922621,B
922749,B
922779,A
922793,A
922927,A
922959,B
923003,A
923207,A
923224,A
923476,B
923723,B
923797,B
924779,B
924915,A
925801,A
926092,B
926428,A
926477,A
926694,B
926967,A
926969,B
927016,A
927025,B
927038,A
927095,A
927185,A
927379,B
927392,B
927472,A
927718,B
927743,B
928762,B
928826,B
928831,A
928887,B
928970,B
928977,A
929342,A
929480,B
929498,B
929504,B
929576,B
929731,B
929734,A
929746,A
929756,A
929877,A
929883,A
929934,B
929987,B
930247,B
930262,B
930570,B
931331,B
931346,B
931810,A
931811,A
932059,B
932506,A
932521,B
932528,A
932981,B
932992,B
933009,A
933478,B
933684,A
933738,A
933789,A
933878,B
933883,A
933920,B
933924,A
934238,A
934303,B
934593,A
934641,A
934725,A
934789,B
934858,B
935202,A
935569,A
936083,A
936300,A
936323,B
936534,B
937119,B
937335,A
937345,B
937375,B
937444,B
937618,B
937793,B
937868,B
938036,A
938064,B
938223,A
938231,B
938234,B
938256,B
938332,A
938520,A
938522,A
938532,B
938556,B
938557,B
938569,A
938570,B
938810,B
938846,A
938971,B
939004,B
939012,B
939115,B
939146,A
939183,B
939380,B
939423,B
939468,B
939519,B
940326,B
940593,B
940718,A
940727,A
940750,A
940752,B
940755,B
941148,A
941541,A
941740,B
941760,B
941769,B
941946,A
942094,A
942515,A
942528,A
942612,A
942632,A
942980,A
943585,A
943588,B
943716,A
943752,A
944164,B
944199,B
944205,B
944453,B
944486,B
944656,B
945075,B
945082,B
945098,B
945241,A
945245,B
945298,B
945551,B
945571,A
945618,A
945633,B
945641,A
945669,B
945802,B
945809,B
946225,B
946255,B
946259,B
946267,B
946433,B
946777,B
946851,B
946881,B
947105,A
947328,A
947329,A
947407,A
947430,B
947443,A
947590,B
948022,A
948148,A
948186,A
948188,B
948285,A
948502,A
948534,B
948813,A
948821,A
948865,B
949103,A
949195,A
949452,A
949554,A
949771,B
949789,A
949907,B
950043,B
950155,A
950159,B
950161,A
950291,A
950297,A
950660,A
950763,B
951311,A
951319,B
951509,B
951772,A
951782,B
951796,B
951804,A
952112,A
952150,A
952213,A
952226,B
952245,A
952441,B
952908,B
952915,B
953206,A
953262,A
953266,A
953267,A
953270,B
953271,A
953276,A
953279,A
953280,B
953282,B
953283,B
953286,A
953287,A
953288,B
953289,B
953290,B
953771,B
953987,A
953993,A
953998,B
954003,A
954016,B
954022,A
954073,A
954093,B
954099,A
954116,A
954123,A
954334,B
954359,A
954361,A
954363,B
954368,A
954375,B
954377,A
954378,B
954520,A
954530,B
954532,B
954537,B
954960,A
954961,A
954977,B
955078,A
955082,A
955153,B
955164,A
955264,B
955477,A
955522,B
955578,B
955918,B
955923,B
955938,A
955944,B
956063,B
956944,A
957067,B
957080,A
957095,B
957104,A
957171,B
957188,B
957269,A
957285,B
957301,A
957463,A
957486,A
957594,A
957738,A
957776,B
957792,A
957948,B
958284,A
958313,B
958367,B
958412,A
958517,B
958743,B
958785,B
958965,A
959279,A
959461,B
959765,B
959778,A
959784,A
959922,B
959931,B
959941,B
959954,A
960140,A
960377,A
960798,A
961383,A
961618,B
961688,B
961695,B
961938,A
961939,A
962217,A
962558,A
962881,B
962970,A
963209,A
963215,A
963247,A
963267,B
963272,A
963281,B
963292,B
963293,A
963323,A
963387,B
963649,B
963975,A
964412,A
964672,A
964677,A
964724,A
965177,A
965180,A
966608,A
966729,A
966801,B
966885,B
966889,B
966979,A
966995,B
967012,A
967190,B
967413,A
967551,A
967564,B
967579,B
967586,B
967587,A
967723,A
967794,A
967831,B
967833,B
967862,B
967889,A
967891,B
967898,A
967901,A
968084,B
968915,B
969390,A
969405,A
969648,A
969658,A
969660,A
969979,A
970456,A
970639,B
970726,B
970787,A
970789,B
970791,B
970797,A
970803,A
970808,B
970809,B
970815,B
970826,B
970827,A
970916,A
971067,A
971121,A
971141,A
971487,A
971505,A
971703,A
971704,A
971754,A
971755,A
971756,A
971776,B
971779,B
971786,A
971790,A
971793,B
971798,B
971801,B
971807,A
971811,B
971833,B
971840,B
972038,A
972157,B
972160,B
972161,B
972371,A
972416,B
972474,A
972517,A
972850,B
972887,A
972890,B
973189,B
973251,A
973260,B
973283,B
973320,A
973372,B
973373,A
973375,A
973376,A
973378,A
973381,A
973387,B
973390,B
973393,B
973395,A
973399,B
973405,A
973409,A
973410,A
973414,A
973693,A
973764,B
973773,B
973780,A
973896,A
973898,A
974043,B
974045,B
974177,B
974281,B
974346,A
974365,B
974877,A
974915,A
974925,B
974929,A
975020,B
975022,A
975029,B
975057,A
975073,A
975077,B
975086,B
975140,B
975271,B
975698,B
975867,B
975908,A
976267,A
976574,A
976593,B
976596,A
976598,B
977014,B
977017,B
977157,A
977338,A
977357,B
977422,A
977605,A
977690,A
977832,A
978017,A
978126,B
978136,A
978175,B
978285,A
978351,B
978478,B
978550,A
978552,A
978656,A
978698,B
978711,B
978726,B
978761,A
978931,A
979607,A
979623,A
979626,B
979696,A
979698,B
979700,B
980139,B
980385,A
980576,B
980820,B
980984,B
981055,B
981062,B
981292,B
981463,A
981476,B
981496,B
981845,B
981867,B
982021,A
982077,B
982112,B
982121,A
982126,A
982233,B
982237,A
982258,A
982284,A
982291,B
982295,A
982296,A
982383,B
982384,B
982401,B
982413,A
982419,B
982420,A
982547,B
982588,B
982619,A
982746,B
982765,A
982790,B
982996,A
983053,B
983058,A
983066,A
983262,B
983366,B
983368,B
983382,A
983467,A
983472,B
983476,A
983482,A
983489,B
983533,A
983658,A
983696,A
983697,B
983704,B
983716,A
983719,B
983725,A
983737,B
983752,B
983760,B
983765,A
983768,B
983772,B
983777,B
983778,B
983780,B
983786,A
983796,B
983797,B
984058,B
984069,A
984173,A
984183,A
984190,A
984208,A
985054,B
985303,A
985334,A
985482,A
985504,A
985577,B
985725,A
985993,A
986154,B
986330,B
986338,A
986345,B
986346,B
986374,B
986455,A
986555,B
986564,A
986565,A
986668,A
986934,A
986982,B
986985,B
986990,A
986993,A
987024,A
987119,B
987121,B
987128,B
987129,B
987130,B
987136,B
987144,A
987147,B
987148,B
987153,B
987259,B
987266,B
987273,B
987311,B
987353,A
987373,A
987375,B
987419,A
987453,B
987461,B
987625,B
987708,B
987823,A
987829,B
987834,B
987836,A
987837,A
987844,B
987855,B
988022,B
988103,B
988127,A
988136,A
988159,A
988220,B
988280,A
988295,B
988296,B
988299,B
988324,A
988521,B
988536,A
988545,A
988549,A
988553,B
988724,A
988730,B
988731,A
988746,A
988781,A
988961,B
988965,B
988998,B
989180,B
989183,B
989216,B
989303,B
989305,B
989320,A
989340,B
989389,B
989392,B
989396,B
989403,A
989410,B
989411,A
989422,B
989434,B
989436,B
989480,A
989482,A
989483,A
989498,A
989500,B
989504,B
989507,B
989508,B
989509,A
989551,A
989564,A
989570,B
989664,B
989830,B
989874,A
990018,A
990050,B
990106,A
990137,B
990143,A
990148,A
990177,B
990191,A
990192,B
990266,B
990339,B
990343,B
990369,B
990394,A
990408,B
990409,B
990420,A
990430,B
990433,B
990478,B
990530,B
990535,A
990612,B
990659,A
990669,A
990679,B
990882,B
990893,A
990904,B
990927,B
990969,B
990988,B
991063,B
991294,A
991392,A
991432,B
991470,A
991567,B
991655,B
991660,B
991725,A
991812,A
991817,A
991877,B
991887,A
991916,B
991937,A
991944,B
991953,A
991954,B
991955,A
991960,A
991962,B
991964,A
991980,B
992024,B
992127,B
992244,B
992257,A
992383,A
992471,A
992484,A
992564,A
992957,A
992959,B
992963,B
992965,A
992967,A
992968,A
992969,A
992973,B
992975,A
993114,A
993218,B
993430,B
993489,B
993641,B
993680,A
993777,A
993778,A
993779,A
993920,B
993959,B
993962,A
993963,A
993965,A
993976,B
994000,A
994015,A
994016,B
994031,A
994033,A
994036,A
994119,A
994121,A
994157,A
994268,B
994283,B
994302,B
994303,B
994350,A
994412,B
994422,A
994525,A
994545,A
994561,A
994642,B
994648,A
994657,A
994666,A
994672,A
994711,A
994723,A
994845,A
994849,B
994889,A
994984,A
994986,B
995054,B
995055,A
995074,A
995119,B
995200,A
995211,B
995220,A
995310,B
995366,B
995418,B
995541,A
995651,A
995661,A
995749,B
995813,B
995827,A
995836,B
995942,A
995975,A
995991,B
995995,A
995996,A
996016,A
996294,B
996561,B
996727,B
996802,B
996872,B
996880,A
996885,B
996886,B
996887,B
996901,B
996938,B
996939,A
996946,A
996949,B
996953,B
996955,B
996962,A
996968,A
996969,B
996972,B
996976,B
997119,A
997140,B
997151,B
997236,B
997242,A
997438,A
997537,B
997538,A
997604,B
997818,A
997839,B
997842,A
997988,A
998033,B
998050,B
998180,A
998185,A
998268,B
998270,A
998408,B
998412,A
998553,B
998558,B
998640,B
998680,A
999102,B
999105,A
999120,B
999123,A
999125,B
999126,A
999129,B
999430,A
999543,A
999546,A
999560,A
999594,A
999667,A
999708,B
999716,A
999728,B
999911,A
999922,B
999924,A
999926,B
999945,B
1000052,A
1000113,B
1000151,A
1000156,B
1000561,A
1000566,A
1000583,A
1000659,B
1000667,A
1000675,B
1000718,B
1000734,A
1000743,B
1000744,B
1000789,B
1000864,B
1000875,B
1000877,B
1000879,A
1000925,A
1000935,A
1000949,A
1000966,A
1001172,B
1001180,A
1001183,B
1001333,B
1001355,A
1001371,A
1001377,B
1001577,B
1001579,B
1001846,A
1001927,B
1002000,A
1002076,B
1002156,B
1002316,A
1002323,A
1002334,A
1002547,A
1002644,B
1002664,A
1002755,B
1002845,A
1003348,B
1004033,B
1004551,B
1004553,B
1004554,A
1004560,B
1004565,A
1004575,A
1004882,A
1004901,B
1004917,B
1004926,B
1004928,A
1004932,A
1004938,B
1004943,B
1004944,A
1005023,B
1005025,A
1005028,A
1005041,A
1005254,A
1005259,A
1005266,B
1005270,B
1005273,A
1005274,B
1005312,B
1005313,A
1005328,B
1005392,B
1005454,A
1005619,A
1005743,A
1005744,B
1005750,A
1005761,B
1005768,B
1005845,A
1005994,B
1006026,B
1006039,A
1006080,B
1006397,A
1006398,A
1006402,A
1006405,B
1006487,B
1006510,A
1006679,A
1006685,A
1006700,B
1006702,B
1006721,B
1006735,B
1006739,B
1006963,A
1007131,A
1007138,B
1007209,B
1007226,A
1007229,B
1007302,B
1007315,A
1007393,B
1007419,B
1007423,A
1007480,B
1007521,A
1007575,A
1007586,B
1007594,A
1007603,A
1007638,A
1007639,A
1007734,A
1007735,B
1007744,A
1007747,B
1007757,B
1007907,A
1008011,B
1008017,B
1008107,A
1008275,A
1008295,B
1008298,B
1008398,A
1008400,A
1008401,A
1008510,A
1008521,B
1008567,A
1008575,A
1008579,A
1008581,A
1008582,A
1008587,A
1008591,A
1008592,B
1008593,B
1008599,A
1008600,B
1008633,A
1008643,A
1008691,A
1008761,A
1008851,B
1008876,A
1008928,A
1008947,B
1008950,B
1009077,A
1009084,A
1009095,A
1009134,A
1009135,A
1009149,A
1009150,B
1009156,B
1009164,B
1009166,A
1009212,A
1009231,A
1009398,B
1009505,A
1009731,B
1009734,B
1009735,B
1009746,B
1009753,B
1009757,B
1009759,B
1009915,A
1009927,A
1009941,B
1009943,B
1009947,A
1009955,A
1009960,B
1009962,B
1009964,A
1009966,B
1009967,B
1009970,B
1010066,A
1010071,A
1010073,A
1010074,A
1010089,A
1010109,B
1010133,A
1010150,B
1010256,B
1010339,A
1010358,B
1010453,B
1010551,B
1010556,A
1010561,B
1010567,A
1010815,B
1010859,A
1010959,B
1011231,A
1011232,A
1011246,B
1011257,B
1011258,A
1011269,A
1011357,B
1011368,B
1011465,A
1011486,B
1011492,A
1011501,A
1011502,B
1011507,B
1011517,B
1011637,A
1011755,B
1011793,A
1011794,B
1011795,A
1011809,A
1011920,B
1012006,A
1012007,B
1012024,B
1012077,A
1012130,B
1012133,A
1012134,A
1012135,B
1012137,B
1012140,A
1012142,B
1012145,A
1012153,B
1012180,B
1012194,A
1012218,B
1012263,A
1012267,A
1012273,B
1012274,B
1012279,A
1012281,B
1012307,A
1012312,A
1012336,B
1012340,B
1012343,B
1012356,A
1012357,B
1012360,B
1012366,A
1012367,A
1012378,B
1012381,A
1012386,A
1012436,B
1012439,B
1012462,B
1012605,B
1012609,B
1012685,B
1012723,A
1012747,A
1012748,A
1012756,A
1012757,A
1012759,A
1012760,A
1012763,A
1012785,B
1012786,A
1012788,B
1012790,A
1012794,B
1012798,B
1012801,B
1012809,B
1012818,B
1012819,A
1012831,B
1012833,B
1012835,B
1012846,A
1012857,B
1012860,B
1012863,B
1012866,B
1012875,A
1012899,A
1012901,A
1012904,A
1012909,A
1012910,A
1012937,A
1012955,A
1012978,A
1012980,B
1012989,B
1012993,B
1013027,A
1013032,B
1013039,B
1013071,B
1013100,B
1013131,B
1013145,B
1013172,A
1013199,A
1013212,B
1013216,A
1013234,A
1013237,B
1013265,A
1013321,B
1013341,B
1013346,A
1013378,A
1013383,A
1013410,A
1013423,A
1013430,A
1013431,A
1013460,A
1013464,B
1013471,B
1013484,B
1013497,B
1013510,A
1013514,B
1013539,A
1013543,A
1013551,B
1013555,A
1013556,A
1013572,B
1013606,B
1013614,A
1013636,A
1013639,B
1013679,B
1013683,A
1013686,B
1013691,B
1013693,A
1013705,B
1013711,B
1013756,A
1013761,B
1013773,A
1013795,B
1013796,B
1013800,A
1013802,B
1013805,B
1013810,A
1013813,A
1013821,A
1013825,B
1013829,B
1013864,B
1013866,A
1013888,B
1013890,A
1013895,A
1013911,A
1013914,A
1013916,B
1013927,B
1013941,B
1013942,B
1013945,A
1013952,B
1013961,B
1013967,B
1013980,A
1013981,B
1013991,B
1013996,A
1014023,B
1014070,B
1014102,A
1014113,A
1014116,B
1014138,A
1014155,B
1014160,B
1014167,A
1014189,B
1014224,B
1014276,B
1014308,B
1014316,B
1014328,A
1014362,A
1014389,A
1014427,A
1014433,B
1014539,A
1014582,B
1014590,A
1014604,A
1014633,B
1014638,A
1014668,B
1014680,A
1014691,B
1014694,B
1014695,B
1014703,A
1014730,A
1014876,B
1014903,B
1014970,A
1014984,A
1014995,A
1015076,A
1015083,B
1015100,A
1015159,A
1015173,B
1015180,A
1015195,B
1015210,B
1015212,A
1015220,B
1015273,A
1015320,A
1015331,A
1015343,A
1015344,A
1015354,A
1015356,B
1015359,B
1015362,B
1015381,B
1015387,A
1015398,A
1015402,A
1015462,A
1015499,B
1015501,B
1015513,A
1015514,A
1015519,A
1015520,A
1015527,A
1015533,B
1015536,A
1015542,B
1015544,A
1015647,A
1015816,B
1015904,B
1015917,A
1015921,B
1015933,A
1015939,A
1015942,B
1015943,B
1015952,A
1015962,A
1015977,B
1015987,A
1016014,A
1016019,B
1016021,B
1016027,A
1016069,B
1016071,B
1016077,A
1016085,B
1016091,B
1016114,A
1016121,A
1016126,B
1016135,B
1016158,A
1016247,B
1016253,B
1016293,B
1016299,B
1016481,A
1016523,A
1016565,B
1016571,A
1016574,B
1016581,A
1016605,A
1016645,A
1016730,B
1016748,B
1016756,A
1016800,A
1016869,A
1016877,B
1016882,A
1016888,B
1016889,B
1016901,A
1016904,B
1016908,A
1016916,B
1016919,A
1016927,A
1016956,B
1016960,A
1016963,B
1017021,B
1017131,B
1017164,A
1017175,B
1017232,B
1017238,A
1017273,B
1017279,B
1017292,A
1017638,B
1017721,A
1017817,A
1017831,A
1017876,B
1017886,A
1017894,B
1017896,B
1017901,B
1017915,A
1017938,B
1017944,B
1017949,A
1017956,B
1017981,B
1018006,B
1018011,A
1018013,A
1018016,A
1018019,A
1018029,B
1018107,B
1018120,B
1018129,B
1018161,B
1018164,A
1018165,B
1018177,A
1018224,A
1018255,B
1018277,A
1018309,A
1018360,B
1018362,A
1018424,A
1018441,A
1018450,A
1018460,A
1018473,B
1018475,A
1018477,B
1018484,A
1018485,A
1018490,B
1018506,B
1018507,B
1018512,B
1018670,A
1018671,A
1018676,B
1018683,A
1018685,A
1018848,A
1018862,B
1018899,A
1018900,A
1018902,A
1018908,B
1018909,A
1018932,A
1018934,B
1018953,B
1018979,B
1019016,B
1019055,A
1019297,A
1019351,A
1019390,B
1019407,A
1019484,B
1019487,B
1019489,A
1019496,A
1019497,A
1019512,A
1019536,A
1019537,B
1019539,A
1019542,A
1019613,A
1019619,B
1019634,B
1019637,B
1019653,B
1019661,A
1019705,A
1019715,A
1019720,A
1019733,B
1019741,A
1019742,A
1019751,B
1019811,B
1019816,B
1019818,A
1019822,B
1019823,B
1019825,A
1019831,B
1019832,B
1019836,A
1019880,A
1019962,A
1019994,A
1020050,B
1020052,A
1020069,B
1020072,B
1020096,B
1020131,A
1020139,A
1020256,A
1020326,A
1020400,A
1020410,B
1020422,A
1020482,B
1020484,A
1020486,B
1020493,B
1020494,A
1020523,B
1020530,B
1020534,B
1020535,B
1020541,A
1020545,A
1020546,A
1020553,B
1020600,B
1020641,B
1020687,A
1020693,B
1020698,B
1020789,A
1020861,A
1020866,A
1020870,B
1020874,B
1020876,A
1020882,A
1020883,B
1020885,B
1020905,B
1020951,B
1020954,A
1020959,B
1020963,A
1020968,B
1020969,A
1020997,B
1021001,A
1021006,B
1021016,A
1021071,A
1021075,B
1021084,A
1021095,B
1021096,B
1021160,B
1021169,B
1021222,B
1021286,B
1021292,B
1021293,A
1021306,A
1021320,B
1021346,A
1021394,A
1021408,A
1021419,A
1021491,B
1021638,B
1021639,B
1021722,B
1021726,A
1021792,A
1021895,A
1021915,B
1021918,A
1021933,A
1021946,B
1021978,B
1021986,A
1021992,A
1022071,B
1022084,B
1022087,A
1022117,A
1022121,B
1022130,B
1022132,B
1022136,B
1022139,B
1022141,A
1022145,A
1022146,B
1022164,B
1022168,B
1022175,A
1022178,B
1022342,A
1022355,B
1022371,A
1022387,B
1022406,B
1022448,A
1022513,A
1022517,B
1022523,B
1022537,A
1022617,A
1022623,A
1022634,B
1022640,A
1022642,A
1022645,B
1022651,B
1022663,A
1022718,B
1022763,B
1022790,B
1022805,A
1022892,B
1022902,A
1022971,A
1022973,A
1023062,B
1023218,B
1023243,B
1023246,A
1023247,B
1023256,B
1023295,A
1023346,B
1023358,A
1023359,B
1023483,A
1023534,B
1023564,B
1023701,B
1023703,A
1023709,A
1023735,A
1023737,B
1023746,B
1023869,A
1023876,A
1023913,B
1023941,B
1023954,A
1023978,A
1024019,A
1024022,B
1024034,B
1024050,B
1024117,A
1024146,B
1024163,A
1024220,A
1024231,B
1024233,A
1024243,A
1024248,B
1024264,A
1024281,B
1024287,B
1024320,B
1024326,A
1024330,A
1024331,A
1024333,A
1024334,B
1024336,A
1024348,A
1024350,B
1024465,B
1024467,B
1024532,A
1024643,B
1024705,B
1024715,A
1024968,A
1024972,A
1025210,B
1025256,A
1025289,B
1025304,B
1025380,B
1025388,A
1025395,A
1025411,A
1025436,A
1025444,B
1025536,A
1025542,A
1025724,A
1025728,A
1025748,B
1025756,B
1025790,B
1025851,A
1026365,B
1026366,B
1026409,A
1026411,A
1026427,B
1026450,B
1026455,B
1026456,A
1026457,A
1026458,B
1026477,B
1026486,B
1026504,B
1026556,A
1026567,B
1026625,B
1026650,B
1026652,A
1026653,A
1026677,B
1026679,B
1026683,B
1026685,B
1026692,B
1026708,B
1026713,A
1026732,A
1026762,A
1026771,B
1026780,A
1026786,A
1026787,B
1026796,B
1026809,B
1026811,A
1026815,B
1026818,A
1026823,A
1026980,A
1026988,A
1027017,A
1027058,B
1027088,A
1027092,B
1027126,A
1027172,A
1027175,B
1027218,B
1027232,B
1027241,B
1027245,B
1027269,B
1027332,B
1027338,B
1027358,A
1027378,B
1027383,A
1027517,A
1027527,B
1027531,A
1027535,A
1027538,A
1027541,B
1027544,A
1027557,A
1027565,B
1027567,A
1027601,A
1027611,A
1027613,A
1027614,A
1027680,A
1027684,A
1027725,B
1027734,B
1027743,B
1027749,A
1027760,A
1027793,B
1027806,A
1027823,B
1027839,A
1027861,B
1027905,A
1027908,A
1027915,B
1027924,B
1027927,A
1027929,B
1027936,A
1027969,A
1027982,B
1027988,B
1027996,B
1027998,A
1028016,A
1028019,B
1028063,A
1028066,A
1028069,A
1028084,A
1028093,A
1028124,A
1028194,B
1028246,B
1028263,A
1028285,A
1028287,A
1028288,A
1028301,B
1028324,B
1028400,B
1028403,B
1028417,A
1028418,A
1028420,B
1028433,B
1028436,A
1028440,A
1028470,B
1028473,A
1028477,B
1028491,B
1028527,A
1028548,B
1028616,B
1028617,B
1028630,A
1028634,A
1028668,B
1028675,A
1028679,A
1028686,A
1028695,B
1028698,A
1028701,A
1028705,A
1028709,B
1028739,B
1028782,A
1028842,B
1028875,A
1028982,B
1029043,B
1029050,B
1029055,A
1029062,B
1029085,B
1029094,B
1029097,A
1029098,A
1029106,B
1029108,A
1029109,B
1029111,A
1029112,B
1029114,A
1029208,A
1029263,A
1029284,A
1029305,B
1029311,B
